date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:39:00	16104/16104	---M--	200	added ('OK')	image/png	etag:%2271fc4671f8f7df8fea835f487337cf8a%22	https://demo.tailadmin.com/src/images/user/user-19.png	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/user/user-19.png	(from https://demo.tailadmin.com/crm)
14:39:01	13831/13831	---M--	200	added ('OK')	image/png	etag:%2281475a8e928bb5f3c13c41c40b3a4b14%22	https://demo.tailadmin.com/src/images/user/user-20.png	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/user/user-20.png	(from https://demo.tailadmin.com/crm)
14:39:01	15502/15502	---M--	200	added ('OK')	image/png	etag:%22a5b23554e2dc4a7b04c9c6a66b525465%22	https://demo.tailadmin.com/src/images/user/user-21.png	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/user/user-21.png	(from https://demo.tailadmin.com/crm)
14:39:02	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22678fdc60-4d7%22	https://demo.tailadmin.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demo.tailadmin.com/crm)
14:39:02	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:04%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/stocks)
14:39:02	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:04%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/stocks)
14:39:02	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:04%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/stocks)
14:39:03	1310/1310	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dce27977d7e336ff97ecd61722c20b4c%22	https://demo.tailadmin.com/src/images/brand/brand-07.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-07.svg	(from https://demo.tailadmin.com/stocks)
14:39:03	2497/2497	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ed3ee274ff8cf50fb7bd4014af386931%22	https://demo.tailadmin.com/src/images/brand/brand-08.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-08.svg	(from https://demo.tailadmin.com/stocks)
14:39:03	1174/1174	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b3f0f582bcfe2d53d6090b2f42bb364e%22	https://demo.tailadmin.com/src/images/brand/brand-09.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-09.svg	(from https://demo.tailadmin.com/stocks)
14:39:03	898/898	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b8a8d7385fdfb30b487b4206abad8723%22	https://demo.tailadmin.com/src/images/brand/brand-10.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-10.svg	(from https://demo.tailadmin.com/stocks)
14:39:04	423/423	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22aa9bd25a777f03ec0d1aa1a3cfe881ae%22	https://demo.tailadmin.com/src/images/brand/brand-11.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-11.svg	(from https://demo.tailadmin.com/stocks)
14:39:04	3989/3989	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2218868508b16eb880d493692599464c7d%22	https://demo.tailadmin.com/src/images/brand/brand-12.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-12.svg	(from https://demo.tailadmin.com/stocks)
14:39:05	410/410	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b48bb0a0da42629f120388f892bbdcfb%22	https://demo.tailadmin.com/src/images/brand/brand-13.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-13.svg	(from https://demo.tailadmin.com/stocks)
14:39:05	2034/2034	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2248ea6c8950707c16786ed63b42952d15%22	https://demo.tailadmin.com/src/images/brand/brand-14.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-14.svg	(from https://demo.tailadmin.com/stocks)
14:39:05	1252/1252	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2234b7269b8639256a4b98eba1639e992f%22	https://demo.tailadmin.com/src/images/brand/brand-15.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-15.svg	(from https://demo.tailadmin.com/stocks)
14:39:05	1640/1640	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22654ecd7174c0d02b363af97a3e75d1d1%22	https://demo.tailadmin.com/src/images/brand/brand-16.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-16.svg	(from https://demo.tailadmin.com/stocks)
14:39:06	3994/3994	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d575e1d4242f0114321e0e6c73508cd8%22	https://demo.tailadmin.com/src/images/brand/brand-17.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-17.svg	(from https://demo.tailadmin.com/stocks)
14:39:06	3396/3396	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227d0ff2c6f2cef5917540cc0f6f5a88c1%22	https://demo.tailadmin.com/src/images/brand/brand-18.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-18.svg	(from https://demo.tailadmin.com/stocks)
14:39:06	619/619	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228c7cc075d20157ffd74be68aa8628c46%22	https://demo.tailadmin.com/src/images/brand/brand-19.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-19.svg	(from https://demo.tailadmin.com/stocks)
14:39:07	852/852	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2228b56a2b9644665a66c2625fff91adc3%22	https://demo.tailadmin.com/src/images/brand/brand-20.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/brand/brand-20.svg	(from https://demo.tailadmin.com/stocks)
14:39:07	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:09%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/calendar)
14:39:07	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:09%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/calendar)
14:39:07	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:09%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/calendar)
14:39:07	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:09%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/calendar)
14:39:08	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:09%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/profile)
14:39:08	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:10%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/profile)
14:39:08	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:10%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/profile)
14:39:08	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:10%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/profile)
14:39:09	482382/482382	---M--	200	added ('OK')	image/png	etag:%2252ed18f3fced9ac1c95e95d4764a1a9b%22	https://demo.tailadmin.com/src/images/cover/cover-01.png	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/cover/cover-01.png	(from https://demo.tailadmin.com/profile)
14:39:09	86183/86183	---M--	200	added ('OK')	image/png	etag:%22f7d3921d2fe9fe757575a6d013d06c09%22	https://demo.tailadmin.com/src/images/user/user-06.png	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/user/user-06.png	(from https://demo.tailadmin.com/profile)
14:39:09	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:11%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/task-list)
14:39:10	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:12%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/task-list)
14:39:10	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:12%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/task-list)
14:39:10	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:12%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/task-list)
14:39:11	10486/10486	---M--	200	added ('OK')	image/png	etag:%229fc1e69bde4da1124bfad9909f30f66f%22	https://demo.tailadmin.com/src/images/user/user-07.png	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/user/user-07.png	(from https://demo.tailadmin.com/task-list)
14:39:11	11106/11106	---M--	200	added ('OK')	image/png	etag:%22f6ec1f48fc5bd4ac226a6e7c57a3a514%22	https://demo.tailadmin.com/src/images/user/user-08.png	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/user/user-08.png	(from https://demo.tailadmin.com/task-list)
14:39:12	9692/9692	---M--	200	added ('OK')	image/png	etag:%229716c28bbad0cfe51d20e140ffe14d76%22	https://demo.tailadmin.com/src/images/user/user-09.png	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/user/user-09.png	(from https://demo.tailadmin.com/task-list)
14:39:12	9427/9427	---M--	200	added ('OK')	image/png	etag:%22f918155afb500594f3c25766fb7a5cf5%22	https://demo.tailadmin.com/src/images/user/user-10.png	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/user/user-10.png	(from https://demo.tailadmin.com/task-list)
14:39:12	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:14%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/task-kanban)
14:39:12	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:14%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/task-kanban)
14:39:13	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:15%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/task-kanban)
14:39:13	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:15%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/task-kanban)
14:39:13	77564/77564	---M--	200	added ('OK')	image/jpeg	etag:%2259a6390ddb3696b6dc2ae813e4e4072b%22	https://demo.tailadmin.com/src/images/task/task-01.jpg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/task/task-01.jpg	(from https://demo.tailadmin.com/task-kanban)
14:39:13	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:15%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/form-elements)
14:39:13	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:15%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/form-elements)
14:39:14	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:16%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/form-elements)
14:39:14	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:16%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/form-elements)
14:39:14	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:16%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pro-form-elements)
14:39:15	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:16%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pro-form-elements)
14:39:15	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:17%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pro-form-elements)
14:39:15	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:17%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pro-form-elements)
14:39:15	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:17%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/form-layout)
14:39:16	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:18%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/form-layout)
14:39:16	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:18%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/form-layout)
14:39:16	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:18%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/form-layout)
14:39:16	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:18%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pro-form-layout)
14:39:17	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:19%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pro-form-layout)
14:39:17	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:19%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pro-form-layout)
14:39:17	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:19%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pro-form-layout)
14:39:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:20%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/tables)
14:39:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:20%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/tables)
14:39:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:20%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/tables)
14:39:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:20%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/tables)
14:39:19	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:21%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pro-tables)
14:39:19	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:21%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pro-tables)
14:39:19	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:21%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pro-tables)
14:39:19	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:21%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pro-tables)
14:39:19	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:21%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/settings)
14:39:20	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:22%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/settings)
14:39:20	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:22%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/settings)
14:39:20	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:22%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/settings)
14:39:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:23%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/file-manager)
14:39:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:23%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/file-manager)
14:39:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:23%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/file-manager)
14:39:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:23%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/file-manager)
14:39:22	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:24%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/data-tables)
14:39:22	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:24%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/data-tables)
14:39:22	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:24%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/data-tables)
14:39:22	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:24%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/data-tables)
14:39:23	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:25%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pricing-tables)
14:39:23	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:25%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pricing-tables)
14:39:23	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:25%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pricing-tables)
14:39:23	0/0	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:25%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/pricing-tables)
14:39:24	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:26%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/error-page)
14:39:24	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:26%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/error-page)
14:39:24	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:26%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/error-page)
14:39:24	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:26%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/error-page)
14:39:25	96103/96103	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a76d4a35148983ef38007e5a9a629129%22	https://demo.tailadmin.com/src/images/illustration/illustration-01.svg	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/src/images/illustration/illustration-01.svg	(from https://demo.tailadmin.com/error-page)
14:39:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:27%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/error-page)
14:39:25	0/0	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:27%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/faq)
14:39:26	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:27%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/faq)
14:39:26	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:28%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/faq)
14:39:26	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2029%20Jan%202025%2007:39:28%20GMT	https://demo.tailadmin.com/index.html	C:/bahan%20project/dashboard-admin-tailwind/demo.tailadmin.com/index-2.html	(from https://demo.tailadmin.com/faq)
